plant.name,plant.cultivar,model.name,model.weight,model.dimensions.length,model.dimensions.width,model.dimensions.height,model.tank_volume,model.rotors.power,model.rotors.number,model.nozzles.type,model.nozzles.number,model.particle_diameter.min,model.particle_diameter.max,model.swath_width.min,model.swath_width.max,model.water_pump.type,model.water_pump.flow_rate,model.water_pump.number,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,experiment.params.atomization_diameter,experiment.results.coverage.value,experiment.results.coverage.max,experiment.results.coverage.CV,experiment.results.droplet_size.value,experiment.results.droplet_size.max,experiment.results.droplet_size.CV,plant.phenotypes.height,model.positioning_mode,experiment.params.flow_rate,plant.genotype,plant.phenotypes.plagiotropic_node_number,plant.phenotypes.plagiotropic_node_distance,plant.phenotypes.orthotropic_branch_length,plant.phenotypes.orthotropic_branch_node_number,plant.phenotypes.diameter,plant.phenotypes.leaf_area
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.275,14.275,32.513,32.513,2.141,2.141,2.346,3.32,15.0,off,4.428,,45.37,330.614,,10.076,0.05,GNSS RTK,1.575,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.6,13.6,31.0,31.0,3.0,3.0,2.5,4.5,15.0,off,5.5,,47.3,307.0,,11.3,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.686,13.686,31.472,31.472,3.199,3.199,2.385,4.272,15.0,off,5.392,,47.679,303.44,,11.281,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.719,13.719,31.529,31.529,2.983,2.983,2.374,4.595,15.0,off,5.426,,46.854,307.875,,11.114,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.581,13.581,30.854,30.854,2.804,2.804,2.493,4.662,15.0,off,5.465,,47.357,304.64,,11.115,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.636,13.636,30.72,30.72,3.096,3.096,2.403,4.508,15.0,off,5.497,,47.603,307.816,,11.279,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.152,13.152,31.26,31.26,3.071,3.071,2.553,4.703,15.0,off,5.522,,46.002,308.766,,11.499,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.646,13.646,30.792,30.792,3.001,3.001,2.468,4.268,15.0,off,5.544,,47.698,311.893,,11.012,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.36,13.36,31.164,31.164,3.16,3.16,2.382,4.332,15.0,off,5.502,,46.729,298.557,,11.137,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.592,13.592,31.178,31.178,2.879,2.879,2.394,4.294,15.0,off,5.589,,46.74,308.459,,11.284,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.779,13.779,30.841,30.841,3.12,3.12,2.462,4.815,15.0,off,5.455,,46.004,310.112,,11.523,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.1,14.1,46.7,46.7,3.4,3.4,2.5,5.5,15.0,off,3.2,,28.8,360.0,,9.1,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.256,14.256,46.788,46.788,3.557,3.557,2.514,5.065,15.0,off,3.266,,28.823,359.338,,9.129,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.843,13.843,47.648,47.648,3.396,3.396,2.343,5.167,15.0,off,3.204,,29.451,353.323,,8.91,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.592,13.592,47.45,47.45,3.504,3.504,2.655,5.163,15.0,off,3.18,,29.093,350.562,,9.287,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.95,13.95,47.274,47.274,3.467,3.467,2.428,5.911,15.0,off,3.164,,28.64,358.594,,9.183,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.137,14.137,47.24,47.24,3.246,3.246,2.325,5.333,15.0,off,3.142,,29.191,354.343,,9.188,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.175,14.175,45.937,45.937,3.53,3.53,2.562,5.138,15.0,off,3.223,,29.4,350.714,,8.886,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.161,14.161,47.623,47.623,3.428,3.428,2.587,5.636,15.0,off,3.266,,28.664,357.228,,9.193,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.045,14.045,47.411,47.411,3.45,3.45,2.624,5.827,15.0,off,3.191,,28.895,363.257,,9.155,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.171,14.171,46.916,46.916,3.245,3.245,2.527,5.627,15.0,off,3.177,,28.208,356.473,,9.15,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.9,13.9,32.9,32.9,5.2,5.2,2.5,4.5,11.7,off,2.3,,51.2,,,,0.05,GNSS RTK,1.575,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.299,14.299,32.025,32.025,4.924,4.924,2.444,4.654,11.7,off,2.32,,51.087,,,,0.05,GNSS RTK,1.575,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.301,14.301,32.865,32.865,5.606,5.606,2.652,4.899,11.7,off,2.276,,51.084,,,,0.05,GNSS RTK,1.575,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.56,13.56,32.3,32.3,5.588,5.588,2.495,4.465,11.7,off,2.326,,52.165,,,,0.05,GNSS RTK,1.575,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.134,14.134,32.844,32.844,5.225,5.225,2.507,4.66,11.7,off,2.278,,50.634,,,,0.05,GNSS RTK,1.575,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.038,14.038,32.396,32.396,5.644,5.644,2.496,4.733,11.7,off,2.325,,52.242,,,,0.05,GNSS RTK,1.575,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.711,13.711,33.155,33.155,5.174,5.174,2.583,4.332,11.7,off,2.292,,51.108,,,,0.05,GNSS RTK,1.575,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.171,14.171,32.156,32.156,5.493,5.493,2.615,4.752,11.7,off,2.302,,51.1,,,,0.05,GNSS RTK,1.575,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.884,13.884,33.55,33.55,5.372,5.372,2.597,4.241,11.7,off,2.313,,51.672,,,,0.05,GNSS RTK,1.575,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.43,13.43,32.902,32.902,5.604,5.604,2.505,4.384,11.7,off,2.333,,52.164,,,,0.05,GNSS RTK,1.575,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.6,13.6,31.0,31.0,3.0,3.0,2.5,4.5,15.0,off,5.5,,49.7,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.246,13.246,30.402,30.402,3.064,3.064,2.545,4.723,15.0,off,5.38,,50.631,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.529,13.529,30.834,30.834,2.956,2.956,2.509,4.834,15.0,off,5.444,,48.568,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.255,13.255,30.272,30.272,3.044,3.044,2.396,4.229,15.0,off,5.451,,49.622,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.301,13.301,31.825,31.825,2.856,2.856,2.397,4.481,15.0,off,5.442,,49.534,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.344,13.344,30.868,30.868,2.956,2.956,2.42,4.57,15.0,off,5.491,,50.051,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.084,13.084,30.204,30.204,2.901,2.901,2.381,4.855,15.0,off,5.576,,50.002,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.011,13.011,31.877,31.877,2.981,2.981,2.384,4.721,15.0,off,5.5,,49.974,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.451,13.451,30.885,30.885,2.778,2.778,2.521,4.271,15.0,off,5.51,,50.391,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.181,13.181,32.07,32.07,3.106,3.106,2.51,4.6,15.0,off,5.518,,49.691,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.6,13.6,31.0,31.0,2.8,2.8,2.5,4.5,18.3,off,4.8,,28.5,,,,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.511,13.511,30.369,30.369,2.727,2.727,2.375,4.253,18.3,off,4.788,,28.486,,,,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.139,13.139,31.963,31.963,2.948,2.948,2.436,4.767,18.3,off,4.895,,28.593,,,,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.036,14.036,32.055,32.055,2.911,2.911,2.636,4.437,18.3,off,4.717,,28.917,,,,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.411,13.411,31.189,31.189,2.716,2.716,2.539,4.284,18.3,off,4.845,,27.937,,,,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.524,13.524,30.373,30.373,2.698,2.698,2.717,4.398,18.3,off,4.82,,29.004,,,,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.071,14.071,30.238,30.238,2.872,2.872,2.566,4.282,18.3,off,4.923,,27.856,,,,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.043,14.043,30.891,30.891,2.999,2.999,2.588,4.171,18.3,off,4.706,,28.237,,,,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.413,13.413,31.409,31.409,2.698,2.698,2.618,4.69,18.3,off,4.799,,28.709,,,,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.898,13.898,30.183,30.183,2.819,2.819,2.641,4.665,18.3,off,4.765,,28.354,,,,0.05,GNSS RTK,2.475,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,17.4,17.4,40.5,40.5,2.7,2.7,2.5,3.5,19.4,off,6.5,,54.3,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,17.457,17.457,41.003,41.003,2.73,2.73,2.572,3.476,19.4,off,6.54,,53.9,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,17.337,17.337,40.221,40.221,2.807,2.807,2.414,3.631,19.4,off,6.514,,53.69,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,17.815,17.815,41.551,41.551,2.716,2.716,2.414,3.517,19.4,off,6.556,,54.742,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,16.799,16.799,40.538,40.538,2.783,2.783,2.298,3.299,19.4,off,6.429,,55.656,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,16.837,16.837,41.953,41.953,2.537,2.537,2.371,3.498,19.4,off,6.464,,54.108,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,17.949,17.949,41.151,41.151,2.87,2.87,2.381,3.532,19.4,off,6.533,,53.975,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,17.713,17.713,41.589,41.589,2.71,2.71,2.58,3.594,19.4,off,6.558,,54.946,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,17.505,17.505,38.826,38.826,2.892,2.892,2.591,3.801,19.4,off,6.573,,55.019,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,17.554,17.554,40.21,40.21,2.556,2.556,2.498,3.552,19.4,off,6.547,,54.079,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.6,13.6,31.0,31.0,3.0,3.0,2.5,4.5,15.0,off,5.5,,49.5,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,14.097,14.097,30.235,30.235,3.185,3.185,2.596,4.12,15.0,off,5.476,,49.971,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.717,13.717,30.801,30.801,3.124,3.124,2.44,4.274,15.0,off,5.575,,49.269,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.151,13.151,30.274,30.274,3.017,3.017,2.615,4.388,15.0,off,5.452,,50.033,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.399,13.399,31.467,31.467,3.082,3.082,2.434,4.68,15.0,off,5.535,,49.835,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.477,13.477,30.261,30.261,3.031,3.031,2.315,4.402,15.0,off,5.649,,49.356,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.972,13.972,30.017,30.017,2.86,2.86,2.557,4.237,15.0,off,5.457,,49.843,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.802,13.802,31.877,31.877,3.023,3.023,2.617,4.243,15.0,off,5.49,,50.21,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.855,13.855,30.655,30.655,2.933,2.933,2.462,4.188,15.0,off,5.581,,50.849,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.93,13.93,30.388,30.388,3.103,3.103,2.391,4.165,15.0,off,5.463,,48.562,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,12.9,12.9,32.0,32.0,2.9,2.9,2.5,5.5,12.3,off,2.1,,49.4,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,12.641,12.641,32.306,32.306,2.91,2.91,2.714,5.893,12.3,off,2.134,,49.1,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.391,13.391,32.846,32.846,3.02,3.02,2.378,5.184,12.3,off,2.136,,49.679,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,12.873,12.873,31.663,31.663,3.031,3.031,2.282,5.396,12.3,off,2.051,,49.477,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,12.997,12.997,32.073,32.073,2.783,2.783,2.382,5.807,12.3,off,2.048,,49.93,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,12.634,12.634,32.065,32.065,3.03,3.03,2.537,5.06,12.3,off,2.085,,50.125,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,12.623,12.623,31.958,31.958,2.814,2.814,2.571,5.428,12.3,off,2.078,,49.517,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,12.548,12.548,32.56,32.56,2.756,2.756,2.35,5.576,12.3,off,2.078,,49.512,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.414,13.414,31.494,31.494,3.171,3.171,2.355,5.437,12.3,off,2.072,,49.149,,,,0.05,GNSS RTK,2.025,,,,,,,
wheat,,AGRAS T20,,1.1,0.57,0.732,20,,6,XR110015,8,,,5.0,5.0,diaphragm pump,,,13.134,13.134,31.503,31.503,2.842,2.842,2.603,5.732,12.3,off,2.083,,48.876,,,,0.05,GNSS RTK,2.025,,,,,,,
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,25.0,30.0,55.0,80.0,0.5,2.5,2.0,4.0,10.0,off,9.0,,30.1,320.0,355.0,11.0,1.54,,,A1,14.67,3.89,70.33,17.66,1.6,67.4
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,24.668,30.673,56.855,82.301,0.512,2.383,1.916,4.005,10.671,off,9.096,,30.248,319.982,351.331,10.997,1.537,,,A1,14.686,3.874,70.446,17.645,1.6,67.669
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,24.984,30.121,53.984,76.526,0.536,2.394,2.115,3.814,10.153,off,8.867,,30.245,313.499,356.284,10.87,1.538,,,A1,14.612,3.879,70.003,17.682,1.6,67.648
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,23.949,28.943,53.909,81.292,0.526,2.676,2.167,3.839,10.247,off,8.89,,30.015,315.628,358.701,10.903,1.547,,,A1,14.648,3.874,69.939,17.714,1.6,67.035
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,25.238,30.367,56.597,80.711,0.527,2.415,1.966,3.647,10.379,off,9.105,,29.71,319.816,361.804,11.061,1.534,,,A1,14.624,3.906,70.447,17.499,1.6,67.424
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,24.717,30.376,54.204,81.618,0.526,2.474,2.097,4.028,9.346,off,9.043,,29.838,314.237,359.515,11.013,1.532,,,A1,14.631,3.867,70.312,17.667,1.6,67.661
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,24.405,30.377,52.621,77.98,0.494,2.394,1.956,4.157,10.292,off,8.891,,30.143,326.76,350.191,11.035,1.534,,,A1,14.571,3.871,70.3,17.599,1.6,67.149
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,24.779,29.326,55.545,79.647,0.502,2.6,2.08,3.999,10.647,off,9.012,,29.676,320.099,353.632,10.994,1.539,,,A1,14.669,3.856,70.811,17.623,1.6,67.546
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,25.593,29.809,54.638,82.173,0.458,2.488,1.94,4.024,10.066,off,9.047,,30.215,319.602,357.735,11.207,1.545,,,A1,14.539,3.898,69.844,17.691,1.6,67.747
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,24.387,30.724,55.508,79.916,0.516,2.382,1.849,4.168,10.613,off,8.968,,30.349,316.174,357.889,10.938,1.553,,,A1,14.571,3.902,70.162,17.598,1.6,67.499
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,25.0,30.0,55.0,80.0,0.5,2.5,3.0,4.0,10.0,off,9.5,,30.1,328.0,341.0,4.0,1.54,,,A1,14.67,3.89,70.33,17.66,1.6,67.4
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,24.655,29.74,54.646,78.597,0.518,2.565,3.125,4.245,9.514,off,9.515,,30.442,334.991,342.495,3.991,1.53,,,A1,14.672,3.902,70.647,17.561,1.6,66.879
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,24.244,30.082,55.984,81.069,0.469,2.464,3.154,3.86,9.48,off,9.596,,29.626,325.968,339.294,3.937,1.531,,,A1,14.634,3.881,70.327,17.561,1.6,67.346
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,24.579,28.785,54.2,77.119,0.492,2.45,2.843,4.015,9.367,off,9.401,,29.792,326.173,338.898,3.973,1.541,,,A1,14.763,3.869,70.294,17.808,1.6,67.165
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,25.507,29.575,56.484,78.119,0.515,2.692,2.869,4.124,10.053,off,9.467,,30.335,327.766,343.581,4.063,1.545,,,A1,14.654,3.891,70.243,17.554,1.6,67.246
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,24.954,30.151,53.81,78.651,0.481,2.534,2.981,3.826,9.875,off,9.541,,30.03,324.596,340.616,4.034,1.544,,,A1,14.657,3.885,69.71,17.585,1.6,67.647
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,23.808,30.454,55.993,81.457,0.469,2.505,3.063,3.691,9.986,off,9.573,,30.155,324.448,337.913,3.979,1.542,,,A1,14.585,3.889,69.701,17.772,1.6,67.891
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,25.699,29.905,54.541,81.5,0.485,2.643,3.218,3.952,10.529,off,9.329,,30.012,324.857,335.601,4.082,1.549,,,A1,14.738,3.909,70.082,17.574,1.6,67.839
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,26.031,30.09,54.905,81.467,0.516,2.607,3.089,3.705,9.055,off,9.66,,29.91,320.938,345.591,3.96,1.541,,,A1,14.714,3.908,69.915,17.689,1.6,67.256
coffee,enmcapa,JT5L-404,,,,,5,,6,full cone,4,,,,,,,,25.437,29.924,56.477,80.291,0.488,2.595,2.99,3.903,10.207,off,9.46,,30.129,329.96,339.39,4.002,1.548,,,A1,14.683,3.91,70.547,17.754,1.6,67.221
